,citation,clustering_coeffs,degree_centrality,betweenness_centrality,gatekeepres,populars,embeddeds,colab_w_g,colab_w_p,colab_w_em
57211377336,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211377209,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211376578,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211376466,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211376408,1.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211376203,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211376108,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211375761,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211375743,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211375625,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211375425,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211375382,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211375281,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211375235,1.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211375159,0.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211375081,2.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211375016,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57211374765,0.0,0.7727272727272727,0.00017940705966779794,8.046843569706574e-09,1,0,0,1,1,0
57211374520,2.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211374434,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211374413,2.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211374322,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211374258,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57211373999,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211373979,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211373978,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211373746,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211373694,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211373538,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211373481,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211373291,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211373270,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211373240,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211373227,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211373192,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211373034,0.0,0.7333333333333333,8.970352983389897e-05,8.940937299673969e-10,1,0,0,0,0,0
57211373019,0.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211372968,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211372859,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57211372851,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211372730,1.0,1.0,0.00017940705966779794,0.0,0,0,0,0,0,0
57211372678,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,0
57211372599,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211372562,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211372516,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211372469,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211372429,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211372373,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211372328,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211372205,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211371359,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211370364,1.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211369211,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211369078,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,1
57211368638,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211368635,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211368335,2.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57211367738,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211367736,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211367713,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211367103,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,1
57211366790,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57211366615,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211366484,1.0,1.0,0.0001644564713621481,0.0,0,0,0,0,0,0
57211363651,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211363633,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57211363164,3.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211362599,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211362325,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57211362292,1.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211361873,1.0,0.6428571428571429,0.00011960470644519862,2.235234324918492e-09,1,0,0,1,0,0
57211360360,0.0,1.0,0.0002691105895016969,0.0,0,0,0,0,0,0
57211359661,1.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211359659,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211359592,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211359261,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211359187,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211358887,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211358837,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211358608,0.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211358553,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211357534,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211357500,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211357357,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211357091,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57211356959,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211356864,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,1
57211356651,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211356546,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211356539,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57211356480,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211356237,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211356229,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211356216,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211356164,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57211356006,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57211355963,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57211355947,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211355744,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57211355688,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211355642,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211355610,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211355556,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211355361,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211354920,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211354829,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211354236,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211354200,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211354087,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211353950,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211353646,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211353600,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211353283,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211353219,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211353134,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211352970,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211352898,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211352828,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211352773,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211352573,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211352372,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211352333,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211352077,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211351917,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211351812,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211351671,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211351460,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211351373,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211351357,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211351245,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211351122,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211350891,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57211350886,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211350814,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211350327,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57211350138,1.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211350105,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211349961,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57211349712,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211349317,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57211349306,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,1
57211349103,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211348979,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57211348947,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211348469,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211348288,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,0,0
57211348126,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57211347994,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211347970,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211347834,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211347765,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211347722,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57211347592,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57211347456,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211347359,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57211347167,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,1
57211346885,0.0,0.8571428571428571,0.00011960470644519862,4.4704686498369846e-10,0,0,0,0,0,1
57211346865,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211346848,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,1,0,0
57211345722,3.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211344965,3.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211344714,3.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211344636,3.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211344281,3.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211344235,3.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211344130,3.0,1.0,0.00013455529475084845,0.0,0,0,0,0,0,0
57211343710,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211343546,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211343537,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211343528,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211343375,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211343301,0.0,0.4909090909090909,0.0001644564713621481,5.81160924478808e-09,1,0,0,0,0,0
57211343213,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211343162,1.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211343130,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57211343077,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211342998,18.0,0.9,7.475294152824914e-05,1.1176171624592461e-10,0,0,0,0,0,0
57211342852,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211342760,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211342725,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211342689,1.0,1.0,0.00017940705966779794,0.0,0,0,0,0,0,0
57211342433,2.0,1.0,0.00014950588305649828,0.0,0,0,0,1,0,0
57211342161,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211342033,0.0,0.0,0.0,0.0,0,0,0,0,0,0
57211341923,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211341920,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211341908,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211341631,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211341414,2.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57211341239,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211340768,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211340679,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211340672,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,1
57211339955,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211339853,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211339721,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211339572,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211339532,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,1,0,0
57211339497,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211339441,0.0,0.0,0.0,0.0,0,0,0,0,0,0
57211339392,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,1
57211339357,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211339218,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211339101,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,1,0,0
57211339079,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211338982,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57211338958,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211338919,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211338777,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211338647,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211338418,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211338372,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211338175,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,1,0,0
57211338001,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211337852,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211337762,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211337758,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211337736,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,1,0,0
57211337612,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211337492,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211337451,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211337440,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211337195,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211337099,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211337032,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211337010,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211336904,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211336779,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211336650,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211336635,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211336079,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211336063,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211335585,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,1
57211335488,0.0,0.8285714285714286,0.0003139623544186464,2.722068360885739e-06,1,1,0,1,1,1
57211335287,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57211335130,18.0,0.9,7.475294152824914e-05,1.1176171624592461e-10,0,0,0,0,0,0
57211334907,0.0,1.0,0.0002840611778073467,0.0,0,0,0,1,1,0
57211334850,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211334849,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211334844,0.0,1.0,0.0002840611778073467,0.0,0,0,0,0,0,0
57211334730,18.0,0.9,7.475294152824914e-05,1.1176171624592461e-10,0,0,0,0,0,0
57211334729,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211334407,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211334295,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211334130,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211334012,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,1
57211333920,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211333723,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211333453,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211333368,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211333185,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211333158,2.0,1.0,0.00023920941289039724,0.0,0,0,0,0,0,0
57211333074,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,1
57211332989,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211332883,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211332630,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211332159,0.0,1.0,0.00017940705966779794,0.0,0,0,0,0,0,0
57211332086,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57211331889,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211331802,0.0,1.0,0.0002840611778073467,0.0,0,0,0,1,1,0
57211331653,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211331627,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211331471,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211331241,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211331219,2.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211331153,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211330983,0.0,1.0,0.00017940705966779794,0.0,0,0,0,1,0,0
57211330974,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211330958,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211330907,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211330840,0.0,1.0,0.00014950588305649828,0.0,0,0,0,0,0,0
57211330724,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211330640,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211330532,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,1
57211330448,10.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211330332,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211330186,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211330138,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211330013,3.0,1.0,0.0001644564713621481,0.0,0,0,0,0,0,1
57211329725,0.0,0.6,7.475294152824914e-05,8.940937299673969e-10,1,0,0,0,0,0
57211329549,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,1,0,0
57211329531,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211329301,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,1
57211329189,2.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211327628,2.0,1.0,0.0015997129487045315,0.0,0,1,0,0,1,0
57211327179,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211326120,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211325477,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211325196,1.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211325152,0.0,0.6666666666666666,4.4851764916949484e-05,2.2352343249184923e-10,0,0,0,0,0,0
57211324910,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211324635,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211324596,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211324574,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211324370,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,1
57211324287,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211324268,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211324242,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211324234,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211324025,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211324019,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211323992,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211323929,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,1
57211323915,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211323875,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211323773,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211323755,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211323739,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,1
57211323659,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211323374,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211323333,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211323281,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211323265,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,1
57211323093,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211322775,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211322695,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211322678,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211322562,2.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211322392,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211322341,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,1,1,0
57211322168,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211322161,1.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211322145,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211321999,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,0,0,0
57211321929,1.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211321876,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211321721,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211321569,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211321515,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211321295,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211321233,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,1
57211321208,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211321128,0.0,1.0,2.9901176611299655e-05,0.0,0,0,0,0,0,0
57211321019,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211320879,0.0,1.0,7.475294152824914e-05,0.0,0,0,0,1,0,1
57211320804,0.0,1.0,4.4851764916949484e-05,0.0,0,0,0,0,0,0
57211320580,0.0,1.0,0.00011960470644519862,0.0,0,0,0,0,0,0
57211320286,0.0,1.0,0.0001046541181395488,0.0,0,0,0,0,0,0
57211320273,0.0,1.0,8.970352983389897e-05,0.0,0,0,0,0,0,0
57211320005,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
57211319990,0.0,1.0,5.980235322259931e-05,0.0,0,0,0,0,0,0
57211319922,0.0,0.0,1.4950588305649827e-05,0.0,0,0,0,0,0,0
